x_lan,y_lai,year,table,Tmax_DJF,Tmax_MAM,Tmax_JJA,Tmax_SON,Tmin_DJF,Tmin_MAM,Tmin_JJA,Tmin_SON,Tave_DJF,Tave_MAM,Tave_JJA,Tave_SON,PPT_DJF,PPT_MAM,PPT_JJA,PPT_SON,DD<0_DJF,DD<0_MAM,DD<0_JJA,DD<0_SON,DD>5_DJF,DD>5_MAM,DD>5_JJA,DD>5_SON,DD<18_DJF,DD<18_MAM,DD<18_JJA,DD<18_SON,DD>18_DJF,DD>18_MAM,DD>18_JJA,DD>18_SON,NFFD_DJF,NFFD_MAM,NFFD_JJA,NFFD_SON,PAS_DJF,PAS_MAM,PAS_JJA,PAS_SON,Eref_DJF,Eref_MAM,Eref_JJA,Eref_SON,CMD_DJF,CMD_MAM,CMD_JJA,CMD_SON
45.278046,130.284033,year_1901,Seasonal_Variables, -8.9, 12.4, 25.6, 11.7, -22.5, -1.8, 14.1, -1.4, -15.7, 5.3, 19.8, 5.2, 14, 65, 258, 68, 1375, 145, 0, 153, 0, 333, 1359, 337, 2977, 1168, 67, 1159, 0, 3, 233, 8, 0, 42, 91, 40, 14, 5, 0, 7, 0, 198, 384, 125, 0, 137, 126, 64
42.200489000000005,127.594757,year_1901,Seasonal_Variables, -7.9, 10.1, 23.4, 11.2, -20.2, -1.7, 13.1, -0.6, -14, 4.2, 18.2, 5.3, 34, 139, 427, 133, 1230, 158, 0, 126, 0, 263, 1213, 307, 2830, 1267, 108, 1151, 0, 1, 134, 4, 0, 42, 91, 44, 34, 21, 0, 19, 0, 180, 358, 126, 0, 56, 17, 17
44.346497,129.55855400000002,year_1901,Seasonal_Variables, -8, 13, 25.8, 12.4, -21.4, -0.9, 14.7, -0.4, -14.7, 6.1, 20.2, 6, 16, 72, 218, 69, 1291, 119, 0, 120, 0, 367, 1396, 365, 2892, 1098, 58, 1087, 0, 4, 257, 10, 0, 45, 91, 43, 15, 4, 0, 5, 0, 204, 384, 129, 0, 135, 166, 65
50.67491433,126.75906699999999,year_1901,Seasonal_Variables, -14.7, 8.9, 24.2, 6.8, -30.4, -7.3, 10.5, -7.2, -22.5, 0.8, 17.4, -0.2, 10, 59, 299, 76, 1971, 311, 0, 397, 0, 163, 1132, 189, 3581, 1571, 151, 1622, 0, 0, 102, 2, 0, 21, 91, 27, 10, 18, 1, 41, 0, 166, 369, 65, 0, 113, 159, 43
42.09377,127.51093999999999,year_1901,Seasonal_Variables, -7.9, 10.1, 23.5, 11.2, -20.1, -1.7, 13.1, -0.7, -14, 4.2, 18.3, 5.3, 34, 142, 441, 138, 1225, 159, 0, 127, 0, 262, 1216, 308, 2825, 1269, 106, 1151, 0, 1, 135, 4, 0, 42, 91, 44, 34, 23, 0, 20, 0, 181, 360, 127, 0, 56, 15, 15
44.11278,129.223532,year_1901,Seasonal_Variables, -8.1, 13, 25.9, 12.5, -21.2, -0.8, 14.9, -0.3, -14.7, 6.1, 20.4, 6.1, 17, 72, 230, 70, 1288, 116, 0, 119, 0, 366, 1412, 374, 2889, 1095, 53, 1076, 0, 4, 265, 11, 0, 45, 91, 44, 16, 4, 0, 5, 0, 204, 386, 131, 0, 135, 156, 67
42.168898,127.512096,year_1901,Seasonal_Variables, -8, 10.1, 23.4, 11.2, -20, -1.7, 13.1, -0.6, -14, 4.2, 18.2, 5.3, 33, 138, 432, 133, 1224, 159, 0, 126, 0, 262, 1213, 307, 2824, 1269, 108, 1151, 0, 1, 134, 4, 0, 42, 91, 44, 33, 21, 0, 19, 0, 180, 359, 127, 0, 57, 16, 18
42.056228999999995,127.670464,year_1901,Seasonal_Variables, -8.2, 9.6, 23, 10.7, -20, -1.9, 12.8, -0.8, -14.1, 3.8, 17.9, 5, 35, 144, 441, 139, 1233, 162, 0, 133, 0, 247, 1180, 286, 2833, 1299, 123, 1176, 0, 1, 116, 4, 0, 41, 91, 43, 35, 24, 0, 21, 0, 176, 353, 124, 0, 49, 14, 11
x_lan,y_lai,year,table,Tmax_DJF,Tmax_MAM,Tmax_JJA,Tmax_SON,Tmin_DJF,Tmin_MAM,Tmin_JJA,Tmin_SON,Tave_DJF,Tave_MAM,Tave_JJA,Tave_SON,PPT_DJF,PPT_MAM,PPT_JJA,PPT_SON,DD<0_DJF,DD<0_MAM,DD<0_JJA,DD<0_SON,DD>5_DJF,DD>5_MAM,DD>5_JJA,DD>5_SON,DD<18_DJF,DD<18_MAM,DD<18_JJA,DD<18_SON,DD>18_DJF,DD>18_MAM,DD>18_JJA,DD>18_SON,NFFD_DJF,NFFD_MAM,NFFD_JJA,NFFD_SON,PAS_DJF,PAS_MAM,PAS_JJA,PAS_SON,Eref_DJF,Eref_MAM,Eref_JJA,Eref_SON,CMD_DJF,CMD_MAM,CMD_JJA,CMD_SON
42.146755999999996,127.579518,year_1902,Seasonal_Variables, -7.5, 11.4, 24, 13.1, -21.2, -2, 13, 0.1, -14.4, 4.7, 18.5, 6.6, 34, 140, 460, 171, 1178, 118, 0, 75, 0, 258, 1234, 355, 2770, 1222, 91, 1034, 0, 1, 136, 6, 0, 38, 91, 46, 31, 20, 0, 14, 0, 192, 373, 138, 0, 67, 20, 6
42.249140999999995,127.698043,year_1902,Seasonal_Variables, -8.6, 9.1, 21.9, 11.4, -20.8, -2.7, 11.6, -0.4, -14.7, 3.2, 16.8, 5.5, 34, 141, 464, 179, 1198, 158, 0, 95, 0, 191, 1078, 285, 2795, 1351, 168, 1133, 0, 0, 66, 3, 0, 35, 91, 44, 31, 27, 1, 18, 0, 169, 343, 124, 0, 42, 8, 0
42.327611,127.77016699999999,year_1902,Seasonal_Variables, -8.7, 8.7, 21.4, 11, -21.4, -3.3, 11.1, -1.1, -15.1, 2.7, 16.2, 5, 34, 143, 483, 188, 1233, 165, 0, 106, 0, 167, 1029, 263, 2831, 1401, 201, 1174, 0, 0, 51, 2, 0, 32, 91, 41, 31, 31, 1, 21, 0, 166, 339, 122, 0, 37, 3, 0
42.232539,127.77256000000001,year_1902,Seasonal_Variables, -8.6, 9.1, 21.8, 11.3, -20.8, -2.7, 11.6, -0.5, -14.7, 3.2, 16.7, 5.4, 34, 142, 475, 185, 1197, 159, 0, 95, 0, 190, 1074, 283, 2795, 1354, 171, 1136, 0, 0, 65, 3, 0, 35, 91, 44, 31, 27, 1, 19, 0, 168, 342, 124, 0, 41, 6, 0
46.42093,130.663154,year_1902,Seasonal_Variables, -11.9, 9.8, 24, 10.8, -23.4, -3.4, 13.1, -0.9, -17.6, 3.2, 18.5, 4.9, 7, 96, 335, 169, 1479, 172, 0, 175, 0, 207, 1236, 342, 3080, 1351, 90, 1179, 0, 1, 138, 8, 0, 34, 91, 42, 6, 9, 0, 7, 0, 171, 357, 115, 0, 79, 54, 0
41.956013,127.58660900000001,year_1902,Seasonal_Variables, -8.6, 8.8, 21.6, 11.1, -20.6, -2.7, 11.5, -0.5, -14.6, 3.1, 16.6, 5.3, 35, 143, 472, 172, 1192, 163, 0, 98, 0, 185, 1060, 275, 2789, 1367, 180, 1148, 0, 0, 60, 3, 0, 35, 91, 44, 33, 30, 1, 20, 0, 167, 340, 123, 0, 40, 5, 1
46.000527000000005,131.462077,year_1902,Seasonal_Variables, -11.1, 9.9, 23.8, 11.2, -21.5, -2.4, 13.1, -0.3, -16.3, 3.8, 18.5, 5.5, 12, 104, 349, 209, 1362, 146, 0, 140, 0, 216, 1233, 346, 2961, 1302, 90, 1133, 0, 1, 135, 8, 0, 37, 91, 45, 9, 9, 0, 8, 0, 168, 356, 115, 0, 68, 57, 0
45.278046,130.284033,year_1902,Seasonal_Variables, -10.1, 10.3, 23.9, 11.8, -23.7, -3.9, 12.4, -1.3, -16.9, 3.2, 18.1, 5.2, 13, 91, 308, 162, 1411, 160, 0, 152, 0, 200, 1203, 337, 3011, 1347, 103, 1156, 0, 0, 120, 7, 0, 30, 91, 40, 9, 8, 0, 8, 0, 179, 368, 125, 0, 91, 76, 0
42.200489000000005,127.594757,year_1902,Seasonal_Variables, -8.4, 9.4, 22.2, 11.6, -20.6, -2.4, 11.9, -0.2, -14.5, 3.5, 17.1, 5.7, 34, 139, 456, 171, 1184, 151, 0, 89, 0, 204, 1104, 297, 2782, 1323, 153, 1111, 0, 0, 75, 4, 0, 36, 91, 45, 31, 25, 1, 17, 0, 171, 347, 126, 0, 47, 11, 2
44.346497,129.55855400000002,year_1902,Seasonal_Variables, -9.3, 11.1, 24.2, 12.5, -22.6, -2.8, 13.1, -0.2, -15.9, 4.2, 18.6, 6.1, 16, 94, 279, 183, 1320, 137, 0, 112, 0, 235, 1245, 367, 2920, 1267, 86, 1074, 0, 1, 143, 9, 0, 35, 91, 44, 11, 6, 0, 7, 0, 185, 369, 129, 0, 94, 91, 0
50.67491433,126.75906699999999,year_1902,Seasonal_Variables, -15.8, 6.7, 22.7, 6.7, -31.5, -9.6, 9.1, -7.2, -23.7, -1.4, 15.9, -0.2, 10, 75, 295, 54, 1997, 375, 0, 432, 0, 69, 990, 214, 3606, 1781, 224, 1631, 0, 0, 46, 2, 0, 8, 90, 28, 8, 33, 1, 20, 0, 94, 355, 94, 0, 47, 80, 45
42.09377,127.51093999999999,year_1902,Seasonal_Variables, -8.3, 9.5, 22.3, 11.7, -20.5, -2.4, 11.9, -0.2, -14.4, 3.5, 17.1, 5.7, 34, 142, 463, 169, 1176, 151, 0, 89, 0, 206, 1109, 299, 2774, 1320, 150, 1108, 0, 1, 78, 4, 0, 36, 91, 45, 32, 27, 1, 18, 0, 172, 349, 127, 0, 47, 10, 3
44.11278,129.223532,year_1902,Seasonal_Variables, -9.3, 11.2, 24.3, 12.7, -22.4, -2.6, 13.3, -0.1, -15.9, 4.3, 18.8, 6.3, 16, 93, 287, 176, 1316, 132, 0, 110, 0, 240, 1261, 375, 2915, 1257, 80, 1064, 0, 1, 151, 10, 0, 36, 91, 45, 12, 6, 0, 6, 0, 186, 370, 131, 0, 97, 87, 0
42.168898,127.512096,year_1902,Seasonal_Variables, -8.4, 9.4, 22.2, 11.6, -20.4, -2.4, 11.9, -0.2, -14.4, 3.5, 17.1, 5.7, 33, 139, 455, 165, 1177, 152, 0, 90, 0, 204, 1105, 298, 2775, 1323, 153, 1110, 0, 0, 76, 4, 0, 36, 91, 45, 31, 26, 1, 17, 0, 171, 348, 126, 0, 48, 11, 3
42.056228999999995,127.670464,year_1902,Seasonal_Variables, -8.6, 9, 21.8, 11.2, -20.4, -2.6, 11.6, -0.3, -14.5, 3.2, 16.7, 5.4, 35, 144, 471, 179, 1184, 160, 0, 94, 0, 191, 1074, 284, 2782, 1353, 171, 1133, 0, 0, 65, 3, 0, 36, 91, 45, 32, 29, 1, 19, 0, 168, 342, 124, 0, 40, 7, 0
42.146755999999996,127.579518,year_1901,Seasonal_Variables, -7.1, 12.1, 25.1, 12.7, -20.8, -1.3, 14.2, -0.4, -13.9, 5.4, 19.7, 6.1, 34, 140, 433, 135, 1220, 129, 0, 109, 0, 323, 1342, 357, 2819, 1160, 62, 1075, 0, 2, 212, 7, 0, 43, 91, 44, 34, 18, 0, 17, 0, 201, 385, 138, 0, 77, 27, 28
42.249140999999995,127.698043,year_1901,Seasonal_Variables, -8.1, 9.8, 23.1, 10.9, -20.3, -1.9, 12.8, -0.9, -14.2, 4, 18, 5, 34, 141, 428, 133, 1241, 157, 0, 131, 0, 251, 1188, 288, 2841, 1289, 120, 1172, 0, 1, 121, 4, 0, 41, 91, 43, 33, 22, 0, 20, 0, 178, 354, 125, 0, 53, 16, 16
42.327611,127.77016699999999,year_1901,Seasonal_Variables, -8.2, 9.5, 22.6, 10.6, -20.9, -2.5, 12.3, -1.5, -14.6, 3.5, 17.5, 4.5, 34, 142, 440, 134, 1274, 173, 0, 142, 0, 229, 1142, 267, 2874, 1331, 144, 1213, 0, 1, 100, 3, 0, 39, 91, 40, 34, 24, 1, 21, 0, 175, 351, 123, 0, 49, 12, 12
42.232539,127.77256000000001,year_1901,Seasonal_Variables, -8.1, 9.8, 23, 10.9, -20.3, -1.9, 12.8, -0.9, -14.2, 3.9, 17.9, 5, 34, 142, 433, 134, 1241, 159, 0, 132, 0, 250, 1183, 286, 2841, 1292, 122, 1176, 0, 1, 119, 4, 0, 41, 91, 43, 34, 22, 0, 20, 0, 177, 354, 125, 0, 51, 16, 15
46.42093,130.663154,year_1901,Seasonal_Variables, -10.5, 11.9, 25.6, 10.9, -22, -1.2, 14.7, -0.9, -16.3, 5.3, 20.2, 5, 7, 64, 297, 85, 1426, 148, 0, 171, 0, 340, 1388, 341, 3029, 1164, 59, 1176, 0, 3, 250, 8, 0, 45, 91, 42, 7, 5, 0, 7, 0, 189, 372, 115, 0, 128, 76, 35
41.956013,127.58660900000001,year_1901,Seasonal_Variables, -8.2, 9.4, 22.8, 10.6, -20.2, -2.1, 12.6, -1, -14.2, 3.6, 17.7, 4.8, 35, 144, 448, 140, 1245, 168, 0, 139, 0, 238, 1163, 278, 2845, 1316, 130, 1193, 0, 1, 107, 3, 0, 40, 91, 43, 35, 25, 1, 22, 0, 175, 351, 123, 0, 48, 11, 10
46.000527000000005,131.462077,year_1901,Seasonal_Variables, -9.7, 12, 25.5, 11.2, -20.1, -0.4, 14.7, -0.4, -14.9, 5.8, 20.1, 5.4, 12, 77, 280, 89, 1310, 120, 0, 139, 0, 346, 1382, 340, 2911, 1121, 58, 1140, 0, 3, 244, 8, 0, 48, 91, 44, 12, 6, 0, 7, 0, 185, 371, 114, 0, 114, 91, 32
45.278046,130.284033,year_1901,Seasonal_Variables, -8.9, 12.4, 25.6, 11.7, -22.5, -1.8, 14.1, -1.4, -15.7, 5.3, 19.8, 5.2, 14, 65, 258, 68, 1375, 145, 0, 153, 0, 333, 1359, 337, 2977, 1168, 67, 1159, 0, 3, 233, 8, 0, 42, 91, 40, 14, 5, 0, 7, 0, 198, 384, 125, 0, 137, 126, 64
42.200489000000005,127.594757,year_1901,Seasonal_Variables, -7.9, 10.1, 23.4, 11.2, -20.2, -1.7, 13.1, -0.6, -14, 4.2, 18.2, 5.3, 34, 139, 427, 133, 1230, 158, 0, 126, 0, 263, 1213, 307, 2830, 1267, 108, 1151, 0, 1, 134, 4, 0, 42, 91, 44, 34, 21, 0, 19, 0, 180, 358, 126, 0, 56, 17, 17
44.346497,129.55855400000002,year_1901,Seasonal_Variables, -8, 13, 25.8, 12.4, -21.4, -0.9, 14.7, -0.4, -14.7, 6.1, 20.2, 6, 16, 72, 218, 69, 1291, 119, 0, 120, 0, 367, 1396, 365, 2892, 1098, 58, 1087, 0, 4, 257, 10, 0, 45, 91, 43, 15, 4, 0, 5, 0, 204, 384, 129, 0, 135, 166, 65
50.67491433,126.75906699999999,year_1901,Seasonal_Variables, -14.7, 8.9, 24.2, 6.8, -30.4, -7.3, 10.5, -7.2, -22.5, 0.8, 17.4, -0.2, 10, 59, 299, 76, 1971, 311, 0, 397, 0, 163, 1132, 189, 3581, 1571, 151, 1622, 0, 0, 102, 2, 0, 21, 91, 27, 10, 18, 1, 41, 0, 166, 369, 65, 0, 113, 159, 43
42.09377,127.51093999999999,year_1901,Seasonal_Variables, -7.9, 10.1, 23.5, 11.2, -20.1, -1.7, 13.1, -0.7, -14, 4.2, 18.3, 5.3, 34, 142, 441, 138, 1225, 159, 0, 127, 0, 262, 1216, 308, 2825, 1269, 106, 1151, 0, 1, 135, 4, 0, 42, 91, 44, 34, 23, 0, 20, 0, 181, 360, 127, 0, 56, 15, 15
44.11278,129.223532,year_1901,Seasonal_Variables, -8.1, 13, 25.9, 12.5, -21.2, -0.8, 14.9, -0.3, -14.7, 6.1, 20.4, 6.1, 17, 72, 230, 70, 1288, 116, 0, 119, 0, 366, 1412, 374, 2889, 1095, 53, 1076, 0, 4, 265, 11, 0, 45, 91, 44, 16, 4, 0, 5, 0, 204, 386, 131, 0, 135, 156, 67
42.168898,127.512096,year_1901,Seasonal_Variables, -8, 10.1, 23.4, 11.2, -20, -1.7, 13.1, -0.6, -14, 4.2, 18.2, 5.3, 33, 138, 432, 133, 1224, 159, 0, 126, 0, 262, 1213, 307, 2824, 1269, 108, 1151, 0, 1, 134, 4, 0, 42, 91, 44, 33, 21, 0, 19, 0, 180, 359, 127, 0, 57, 16, 18
42.056228999999995,127.670464,year_1901,Seasonal_Variables, -8.2, 9.6, 23, 10.7, -20, -1.9, 12.8, -0.8, -14.1, 3.8, 17.9, 5, 35, 144, 441, 139, 1233, 162, 0, 133, 0, 247, 1180, 286, 2833, 1299, 123, 1176, 0, 1, 116, 4, 0, 41, 91, 43, 35, 24, 0, 21, 0, 176, 353, 124, 0, 49, 14, 11
x_lan,y_lai,year,table,Tmax_DJF,Tmax_MAM,Tmax_JJA,Tmax_SON,Tmin_DJF,Tmin_MAM,Tmin_JJA,Tmin_SON,Tave_DJF,Tave_MAM,Tave_JJA,Tave_SON,PPT_DJF,PPT_MAM,PPT_JJA,PPT_SON,DD<0_DJF,DD<0_MAM,DD<0_JJA,DD<0_SON,DD>5_DJF,DD>5_MAM,DD>5_JJA,DD>5_SON,DD<18_DJF,DD<18_MAM,DD<18_JJA,DD<18_SON,DD>18_DJF,DD>18_MAM,DD>18_JJA,DD>18_SON,NFFD_DJF,NFFD_MAM,NFFD_JJA,NFFD_SON,PAS_DJF,PAS_MAM,PAS_JJA,PAS_SON,Eref_DJF,Eref_MAM,Eref_JJA,Eref_SON,CMD_DJF,CMD_MAM,CMD_JJA,CMD_SON
42.146755999999996,127.579518,year_1902,Seasonal_Variables, -7.5, 11.4, 24, 13.1, -21.2, -2, 13, 0.1, -14.4, 4.7, 18.5, 6.6, 34, 140, 460, 171, 1178, 118, 0, 75, 0, 258, 1234, 355, 2770, 1222, 91, 1034, 0, 1, 136, 6, 0, 38, 91, 46, 31, 20, 0, 14, 0, 192, 373, 138, 0, 67, 20, 6
42.249140999999995,127.698043,year_1902,Seasonal_Variables, -8.6, 9.1, 21.9, 11.4, -20.8, -2.7, 11.6, -0.4, -14.7, 3.2, 16.8, 5.5, 34, 141, 464, 179, 1198, 158, 0, 95, 0, 191, 1078, 285, 2795, 1351, 168, 1133, 0, 0, 66, 3, 0, 35, 91, 44, 31, 27, 1, 18, 0, 169, 343, 124, 0, 42, 8, 0
42.327611,127.77016699999999,year_1902,Seasonal_Variables, -8.7, 8.7, 21.4, 11, -21.4, -3.3, 11.1, -1.1, -15.1, 2.7, 16.2, 5, 34, 143, 483, 188, 1233, 165, 0, 106, 0, 167, 1029, 263, 2831, 1401, 201, 1174, 0, 0, 51, 2, 0, 32, 91, 41, 31, 31, 1, 21, 0, 166, 339, 122, 0, 37, 3, 0
42.232539,127.77256000000001,year_1902,Seasonal_Variables, -8.6, 9.1, 21.8, 11.3, -20.8, -2.7, 11.6, -0.5, -14.7, 3.2, 16.7, 5.4, 34, 142, 475, 185, 1197, 159, 0, 95, 0, 190, 1074, 283, 2795, 1354, 171, 1136, 0, 0, 65, 3, 0, 35, 91, 44, 31, 27, 1, 19, 0, 168, 342, 124, 0, 41, 6, 0
46.42093,130.663154,year_1902,Seasonal_Variables, -11.9, 9.8, 24, 10.8, -23.4, -3.4, 13.1, -0.9, -17.6, 3.2, 18.5, 4.9, 7, 96, 335, 169, 1479, 172, 0, 175, 0, 207, 1236, 342, 3080, 1351, 90, 1179, 0, 1, 138, 8, 0, 34, 91, 42, 6, 9, 0, 7, 0, 171, 357, 115, 0, 79, 54, 0
41.956013,127.58660900000001,year_1902,Seasonal_Variables, -8.6, 8.8, 21.6, 11.1, -20.6, -2.7, 11.5, -0.5, -14.6, 3.1, 16.6, 5.3, 35, 143, 472, 172, 1192, 163, 0, 98, 0, 185, 1060, 275, 2789, 1367, 180, 1148, 0, 0, 60, 3, 0, 35, 91, 44, 33, 30, 1, 20, 0, 167, 340, 123, 0, 40, 5, 1
46.000527000000005,131.462077,year_1902,Seasonal_Variables, -11.1, 9.9, 23.8, 11.2, -21.5, -2.4, 13.1, -0.3, -16.3, 3.8, 18.5, 5.5, 12, 104, 349, 209, 1362, 146, 0, 140, 0, 216, 1233, 346, 2961, 1302, 90, 1133, 0, 1, 135, 8, 0, 37, 91, 45, 9, 9, 0, 8, 0, 168, 356, 115, 0, 68, 57, 0
45.278046,130.284033,year_1902,Seasonal_Variables, -10.1, 10.3, 23.9, 11.8, -23.7, -3.9, 12.4, -1.3, -16.9, 3.2, 18.1, 5.2, 13, 91, 308, 162, 1411, 160, 0, 152, 0, 200, 1203, 337, 3011, 1347, 103, 1156, 0, 0, 120, 7, 0, 30, 91, 40, 9, 8, 0, 8, 0, 179, 368, 125, 0, 91, 76, 0
42.200489000000005,127.594757,year_1902,Seasonal_Variables, -8.4, 9.4, 22.2, 11.6, -20.6, -2.4, 11.9, -0.2, -14.5, 3.5, 17.1, 5.7, 34, 139, 456, 171, 1184, 151, 0, 89, 0, 204, 1104, 297, 2782, 1323, 153, 1111, 0, 0, 75, 4, 0, 36, 91, 45, 31, 25, 1, 17, 0, 171, 347, 126, 0, 47, 11, 2
44.346497,129.55855400000002,year_1902,Seasonal_Variables, -9.3, 11.1, 24.2, 12.5, -22.6, -2.8, 13.1, -0.2, -15.9, 4.2, 18.6, 6.1, 16, 94, 279, 183, 1320, 137, 0, 112, 0, 235, 1245, 367, 2920, 1267, 86, 1074, 0, 1, 143, 9, 0, 35, 91, 44, 11, 6, 0, 7, 0, 185, 369, 129, 0, 94, 91, 0
50.67491433,126.75906699999999,year_1902,Seasonal_Variables, -15.8, 6.7, 22.7, 6.7, -31.5, -9.6, 9.1, -7.2, -23.7, -1.4, 15.9, -0.2, 10, 75, 295, 54, 1997, 375, 0, 432, 0, 69, 990, 214, 3606, 1781, 224, 1631, 0, 0, 46, 2, 0, 8, 90, 28, 8, 33, 1, 20, 0, 94, 355, 94, 0, 47, 80, 45
42.09377,127.51093999999999,year_1902,Seasonal_Variables, -8.3, 9.5, 22.3, 11.7, -20.5, -2.4, 11.9, -0.2, -14.4, 3.5, 17.1, 5.7, 34, 142, 463, 169, 1176, 151, 0, 89, 0, 206, 1109, 299, 2774, 1320, 150, 1108, 0, 1, 78, 4, 0, 36, 91, 45, 32, 27, 1, 18, 0, 172, 349, 127, 0, 47, 10, 3
44.11278,129.223532,year_1902,Seasonal_Variables, -9.3, 11.2, 24.3, 12.7, -22.4, -2.6, 13.3, -0.1, -15.9, 4.3, 18.8, 6.3, 16, 93, 287, 176, 1316, 132, 0, 110, 0, 240, 1261, 375, 2915, 1257, 80, 1064, 0, 1, 151, 10, 0, 36, 91, 45, 12, 6, 0, 6, 0, 186, 370, 131, 0, 97, 87, 0
42.168898,127.512096,year_1902,Seasonal_Variables, -8.4, 9.4, 22.2, 11.6, -20.4, -2.4, 11.9, -0.2, -14.4, 3.5, 17.1, 5.7, 33, 139, 455, 165, 1177, 152, 0, 90, 0, 204, 1105, 298, 2775, 1323, 153, 1110, 0, 0, 76, 4, 0, 36, 91, 45, 31, 26, 1, 17, 0, 171, 348, 126, 0, 48, 11, 3
